"Statistic Label","Quarter","Sex","Education Attainment Level","Age Group","UNIT","VALUE"
"Employment rate","2019Q2","Male","Primary and lower secondary education (Levels 1-2)","25 - 54 years","%","67.6"
"Employment rate","2019Q2","Male","Primary and lower secondary education (Levels 1-2)","30 - 34 years","%","69.2"
"Employment rate","2019Q2","Male","Primary and lower secondary education (Levels 1-2)","35 - 39 years","%","67.2"
"Employment rate","2019Q2","Male","Primary and lower secondary education (Levels 1-2)","40 - 44 years","%","66.2"
"Employment rate","2019Q2","Male","Primary and lower secondary education (Levels 1-2)","45 - 49 years","%","68.6"
"Employment rate","2019Q2","Male","Primary and lower secondary education (Levels 1-2)","50 - 54 years","%","72.1"
"Employment rate","2019Q2","Male","Primary and lower secondary education (Levels 1-2)","55 - 59 years","%","67.6"
"Employment rate","2019Q2","Male","Primary and lower secondary education (Levels 1-2)","60 - 64 years","%","55.7"
"Employment rate","2019Q2","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","All ages","%","80.1"
"Employment rate","2019Q2","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","20 - 24 years","%","62.4"
"Employment rate","2019Q2","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","25 - 29 years","%","82.2"
"Employment rate","2019Q2","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","25 - 54 years","%","86.7"
"Employment rate","2019Q2","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","30 - 34 years","%","88.3"
"Employment rate","2019Q2","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","35 - 39 years","%","89.6"
"Employment rate","2019Q2","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","40 - 44 years","%","85.7"
"Employment rate","2019Q2","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","45 - 49 years","%","87.1"
"Employment rate","2019Q2","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","50 - 54 years","%","86.3"
"Employment rate","2019Q2","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","55 - 59 years","%","79.7"
"Employment rate","2019Q2","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","60 - 64 years","%","65"
"Employment rate","2019Q2","Male","Tertiary education (Levels 5-8)","All ages","%","89.9"
"Employment rate","2019Q2","Male","Tertiary education (Levels 5-8)","20 - 24 years","%","77.6"
"Employment rate","2019Q2","Male","Tertiary education (Levels 5-8)","25 - 29 years","%","91.7"
"Employment rate","2019Q2","Male","Tertiary education (Levels 5-8)","25 - 54 years","%","93.2"
"Employment rate","2019Q2","Male","Tertiary education (Levels 5-8)","30 - 34 years","%","93.8"
"Employment rate","2019Q2","Male","Tertiary education (Levels 5-8)","35 - 39 years","%","94.1"
"Employment rate","2019Q2","Male","Tertiary education (Levels 5-8)","40 - 44 years","%","93.6"
"Employment rate","2019Q2","Male","Tertiary education (Levels 5-8)","45 - 49 years","%","92.4"
"Employment rate","2019Q2","Male","Tertiary education (Levels 5-8)","50 - 54 years","%","93.3"
"Employment rate","2019Q2","Male","Tertiary education (Levels 5-8)","55 - 59 years","%","85.1"
"Employment rate","2019Q2","Male","Tertiary education (Levels 5-8)","60 - 64 years","%","62.8"
"Employment rate","2019Q2","Male","Level of education - not stated","All ages","%","77"
"Employment rate","2019Q2","Male","Level of education - not stated","20 - 24 years","%",""
"Employment rate","2019Q2","Male","Level of education - not stated","25 - 29 years","%",""
"Employment rate","2019Q2","Male","Level of education - not stated","25 - 54 years","%","78.9"
"Employment rate","2019Q2","Male","Level of education - not stated","30 - 34 years","%",""
"Employment rate","2019Q2","Male","Level of education - not stated","35 - 39 years","%","90.9"
"Employment rate","2019Q2","Male","Level of education - not stated","40 - 44 years","%",""
"Employment rate","2019Q2","Male","Level of education - not stated","45 - 49 years","%",""
"Employment rate","2019Q2","Male","Level of education - not stated","50 - 54 years","%",""
"Employment rate","2019Q2","Male","Level of education - not stated","55 - 59 years","%",""
"Employment rate","2019Q2","Male","Level of education - not stated","60 - 64 years","%",""
"Employment rate","2019Q2","Female","Levels of Education (Levels  0-8)","All ages","%","68.2"
"Employment rate","2019Q2","Female","Levels of Education (Levels  0-8)","20 - 24 years","%","64.2"
"Employment rate","2019Q2","Female","Levels of Education (Levels  0-8)","25 - 29 years","%","74.4"
"Employment rate","2019Q2","Female","Levels of Education (Levels  0-8)","25 - 54 years","%","72.8"
"Employment rate","2019Q2","Female","Levels of Education (Levels  0-8)","30 - 34 years","%","74"
"Employment rate","2019Q2","Female","Levels of Education (Levels  0-8)","35 - 39 years","%","73.5"
"Employment rate","2019Q2","Female","Levels of Education (Levels  0-8)","40 - 44 years","%","74.1"
"Employment rate","2019Q2","Female","Levels of Education (Levels  0-8)","45 - 49 years","%","73.1"
"Employment rate","2019Q2","Female","Levels of Education (Levels  0-8)","50 - 54 years","%","66.9"
"Employment rate","2019Q2","Female","Levels of Education (Levels  0-8)","55 - 59 years","%","60"
"Employment rate","2019Q2","Female","Levels of Education (Levels  0-8)","60 - 64 years","%","45"
"Employment rate","2019Q2","Female","Less than primary (Level 0)","All ages","%",""
"Employment rate","2019Q2","Female","Less than primary (Level 0)","20 - 24 years","%",""
"Employment rate","2019Q2","Female","Less than primary (Level 0)","25 - 29 years","%",""
"Employment rate","2019Q2","Female","Less than primary (Level 0)","25 - 54 years","%",""
"Employment rate","2019Q2","Female","Less than primary (Level 0)","30 - 34 years","%",""
"Employment rate","2019Q2","Female","Less than primary (Level 0)","35 - 39 years","%",""
"Employment rate","2019Q2","Female","Less than primary (Level 0)","40 - 44 years","%",""
"Employment rate","2019Q2","Female","Less than primary (Level 0)","45 - 49 years","%",""
"Employment rate","2019Q2","Female","Less than primary (Level 0)","50 - 54 years","%",""
"Employment rate","2019Q2","Female","Less than primary (Level 0)","55 - 59 years","%",""
"Employment rate","2019Q2","Female","Less than primary (Level 0)","60 - 64 years","%",""
"Employment rate","2019Q2","Female","Primary and lower secondary education (Levels 1-2)","All ages","%","36.1"
"Employment rate","2019Q2","Female","Primary and lower secondary education (Levels 1-2)","20 - 24 years","%",""
"Employment rate","2019Q2","Female","Primary and lower secondary education (Levels 1-2)","25 - 29 years","%",""
"Employment rate","2019Q2","Female","Primary and lower secondary education (Levels 1-2)","25 - 54 years","%","36.9"
"Employment rate","2019Q2","Female","Primary and lower secondary education (Levels 1-2)","30 - 34 years","%",""
"Employment rate","2019Q2","Female","Primary and lower secondary education (Levels 1-2)","35 - 39 years","%","35.3"
"Employment rate","2019Q2","Female","Primary and lower secondary education (Levels 1-2)","40 - 44 years","%","38.2"
"Employment rate","2019Q2","Female","Primary and lower secondary education (Levels 1-2)","45 - 49 years","%","45"
"Employment rate","2019Q2","Female","Primary and lower secondary education (Levels 1-2)","50 - 54 years","%","35.9"
"Employment rate","2019Q2","Female","Primary and lower secondary education (Levels 1-2)","55 - 59 years","%","39.6"
"Employment rate","2019Q2","Female","Primary and lower secondary education (Levels 1-2)","60 - 64 years","%","32"
"Employment rate","2019Q2","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","All ages","%","63.6"
"Employment rate","2019Q2","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","20 - 24 years","%","59.9"
"Employment rate","2019Q2","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","25 - 29 years","%","66.8"
"Employment rate","2019Q2","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","25 - 54 years","%","66.9"
"Employment rate","2019Q2","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","30 - 34 years","%","67.9"
"Employment rate","2019Q2","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","35 - 39 years","%","66.2"
"Employment rate","2019Q2","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","40 - 44 years","%","66.8"
"Employment rate","2019Q2","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","45 - 49 years","%","68.7"
"Employment rate","2019Q2","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","50 - 54 years","%","65"
"Employment rate","2019Q2","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","55 - 59 years","%","62.7"
"Employment rate","2019Q2","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","60 - 64 years","%","47.2"
"Employment rate","2019Q2","Female","Tertiary education (Levels 5-8)","All ages","%","80.9"
"Employment rate","2019Q2","Female","Tertiary education (Levels 5-8)","20 - 24 years","%","80"
"Employment rate","2019Q2","Female","Tertiary education (Levels 5-8)","25 - 29 years","%","83.3"
"Employment rate","2019Q2","Female","Tertiary education (Levels 5-8)","25 - 54 years","%","83.5"
"Employment rate","2019Q2","Female","Tertiary education (Levels 5-8)","30 - 34 years","%","83.3"
"Employment rate","2019Q2","Female","Tertiary education (Levels 5-8)","35 - 39 years","%","83"
"Employment rate","2019Q2","Female","Tertiary education (Levels 5-8)","40 - 44 years","%","84.1"
"Employment rate","2019Q2","Female","Tertiary education (Levels 5-8)","45 - 49 years","%","84.4"
"Employment rate","2019Q2","Female","Tertiary education (Levels 5-8)","50 - 54 years","%","82.4"
"Employment rate","2019Q2","Female","Tertiary education (Levels 5-8)","55 - 59 years","%","73.5"
"Employment rate","2019Q2","Female","Tertiary education (Levels 5-8)","60 - 64 years","%","56.5"
"Employment rate","2019Q2","Female","Level of education - not stated","All ages","%","64.1"
"Employment rate","2019Q2","Female","Level of education - not stated","20 - 24 years","%",""
"Employment rate","2019Q2","Female","Level of education - not stated","25 - 29 years","%",""
"Employment rate","2019Q2","Female","Level of education - not stated","25 - 54 years","%","70.5"
"Employment rate","2019Q2","Female","Level of education - not stated","30 - 34 years","%",""
"Employment rate","2019Q2","Female","Level of education - not stated","35 - 39 years","%",""
"Employment rate","2019Q2","Female","Level of education - not stated","40 - 44 years","%",""
"Employment rate","2019Q2","Female","Level of education - not stated","45 - 49 years","%",""
"Employment rate","2019Q2","Female","Level of education - not stated","50 - 54 years","%",""
"Employment rate","2019Q2","Female","Level of education - not stated","55 - 59 years","%",""
"Employment rate","2019Q2","Female","Level of education - not stated","60 - 64 years","%",""
"Employment rate","2019Q3","Both sexes","Levels of Education (Levels  0-8)","All ages","%","74.7"
"Employment rate","2019Q3","Both sexes","Levels of Education (Levels  0-8)","20 - 24 years","%","66.3"
"Employment rate","2019Q3","Both sexes","Levels of Education (Levels  0-8)","25 - 29 years","%","77.4"
"Employment rate","2019Q3","Both sexes","Levels of Education (Levels  0-8)","25 - 54 years","%","79.5"
"Employment rate","2019Q3","Both sexes","Levels of Education (Levels  0-8)","30 - 34 years","%","80.1"
"Employment rate","2019Q3","Both sexes","Levels of Education (Levels  0-8)","35 - 39 years","%","82"
"Employment rate","2019Q3","Both sexes","Levels of Education (Levels  0-8)","40 - 44 years","%","80.3"
"Employment rate","2019Q3","Both sexes","Levels of Education (Levels  0-8)","45 - 49 years","%","79.2"
"Employment rate","2019Q3","Both sexes","Levels of Education (Levels  0-8)","50 - 54 years","%","76.8"
"Employment rate","2019Q3","Both sexes","Levels of Education (Levels  0-8)","55 - 59 years","%","69"
"Employment rate","2019Q3","Both sexes","Levels of Education (Levels  0-8)","60 - 64 years","%","52.5"
"Employment rate","2019Q3","Both sexes","Less than primary (Level 0)","All ages","%",""
"Employment rate","2019Q3","Both sexes","Less than primary (Level 0)","20 - 24 years","%",""
"Employment rate","2019Q3","Both sexes","Less than primary (Level 0)","25 - 29 years","%",""
"Employment rate","2019Q3","Both sexes","Less than primary (Level 0)","25 - 54 years","%",""
"Employment rate","2019Q3","Both sexes","Less than primary (Level 0)","30 - 34 years","%",""
"Employment rate","2019Q3","Both sexes","Less than primary (Level 0)","35 - 39 years","%",""
"Employment rate","2019Q3","Both sexes","Less than primary (Level 0)","40 - 44 years","%",""
"Employment rate","2019Q3","Both sexes","Less than primary (Level 0)","45 - 49 years","%",""
"Employment rate","2019Q3","Both sexes","Less than primary (Level 0)","50 - 54 years","%",""
"Employment rate","2019Q3","Both sexes","Less than primary (Level 0)","55 - 59 years","%",""
"Employment rate","2019Q3","Both sexes","Less than primary (Level 0)","60 - 64 years","%",""
"Employment rate","2019Q3","Both sexes","Primary and lower secondary education (Levels 1-2)","All ages","%","53"
"Employment rate","2019Q3","Both sexes","Primary and lower secondary education (Levels 1-2)","20 - 24 years","%",""
"Employment rate","2019Q3","Both sexes","Primary and lower secondary education (Levels 1-2)","25 - 29 years","%","45.6"
"Employment rate","2019Q3","Both sexes","Primary and lower secondary education (Levels 1-2)","25 - 54 years","%","56.4"
