"Statistic Label","Quarter","Sex","Age Group","Education Attainment Level","UNIT","VALUE"
"Unemployment rate","2019Q4","Female","55 - 74 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Unemployment rate","2019Q4","Female","55 - 74 years","Tertiary education (Levels 5-8)","%",""
"Unemployment rate","2019Q4","Female","55 - 74 years","Level of education - not stated","%",""
"Unemployment rate","2020Q1","Both sexes","All ages","Levels of Education (Levels  0-8)","%","4.7"
"Unemployment rate","2020Q1","Both sexes","All ages","Less than primary (Level 0)","%",""
"Unemployment rate","2020Q1","Both sexes","All ages","Primary and lower secondary education (Levels 1-2)","%","7.2"
"Unemployment rate","2020Q1","Both sexes","All ages","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","5.9"
"Unemployment rate","2020Q1","Both sexes","All ages","Tertiary education (Levels 5-8)","%","3.1"
"Unemployment rate","2020Q1","Both sexes","All ages","Level of education - not stated","%",""
"Unemployment rate","2020Q1","Both sexes","15 - 24 years","Levels of Education (Levels  0-8)","%","10.4"
"Unemployment rate","2020Q1","Both sexes","15 - 24 years","Less than primary (Level 0)","%",""
"Unemployment rate","2020Q1","Both sexes","15 - 24 years","Primary and lower secondary education (Levels 1-2)","%","15.1"
"Unemployment rate","2020Q1","Both sexes","15 - 24 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","11.1"
"Unemployment rate","2020Q1","Both sexes","15 - 24 years","Tertiary education (Levels 5-8)","%",""
"Unemployment rate","2020Q1","Both sexes","15 - 24 years","Level of education - not stated","%",""
"Unemployment rate","2020Q1","Both sexes","25 - 54 years","Levels of Education (Levels  0-8)","%","4.1"
"Unemployment rate","2020Q1","Both sexes","25 - 54 years","Less than primary (Level 0)","%",""
"Unemployment rate","2020Q1","Both sexes","25 - 54 years","Primary and lower secondary education (Levels 1-2)","%","8.3"
"Unemployment rate","2020Q1","Both sexes","25 - 54 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","5"
"Unemployment rate","2020Q1","Both sexes","25 - 54 years","Tertiary education (Levels 5-8)","%","2.9"
"Unemployment rate","2020Q1","Both sexes","25 - 54 years","Level of education - not stated","%",""
"Unemployment rate","2020Q1","Both sexes","55 - 74 years","Levels of Education (Levels  0-8)","%","3.3"
"Unemployment rate","2020Q1","Both sexes","55 - 74 years","Less than primary (Level 0)","%",""
"Unemployment rate","2020Q1","Both sexes","55 - 74 years","Primary and lower secondary education (Levels 1-2)","%","3.6"
"Unemployment rate","2020Q1","Both sexes","55 - 74 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","3.3"
"Unemployment rate","2020Q1","Both sexes","55 - 74 years","Tertiary education (Levels 5-8)","%","3"
"Unemployment rate","2020Q1","Both sexes","55 - 74 years","Level of education - not stated","%",""
"Unemployment rate","2020Q1","Male","All ages","Levels of Education (Levels  0-8)","%","4.8"
"Unemployment rate","2020Q1","Male","All ages","Less than primary (Level 0)","%",""
"Unemployment rate","2020Q1","Male","All ages","Primary and lower secondary education (Levels 1-2)","%","7.5"
"Unemployment rate","2020Q1","Male","All ages","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","6"
"Unemployment rate","2020Q1","Male","All ages","Tertiary education (Levels 5-8)","%","2.7"
"Unemployment rate","2020Q1","Male","All ages","Level of education - not stated","%",""
"Unemployment rate","2020Q1","Male","15 - 24 years","Levels of Education (Levels  0-8)","%","12"
"Unemployment rate","2020Q1","Male","15 - 24 years","Less than primary (Level 0)","%",""
"Unemployment rate","2020Q1","Male","15 - 24 years","Primary and lower secondary education (Levels 1-2)","%",""
"Unemployment rate","2020Q1","Male","15 - 24 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","13.3"
"Unemployment rate","2020Q1","Male","15 - 24 years","Tertiary education (Levels 5-8)","%",""
"Unemployment rate","2020Q1","Male","15 - 24 years","Level of education - not stated","%",""
"Unemployment rate","2020Q1","Male","25 - 54 years","Levels of Education (Levels  0-8)","%","4"
"Unemployment rate","2020Q1","Male","25 - 54 years","Less than primary (Level 0)","%",""
"Unemployment rate","2020Q1","Male","25 - 54 years","Primary and lower secondary education (Levels 1-2)","%","8.7"
"Unemployment rate","2020Q1","Male","25 - 54 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","4.5"
"Unemployment rate","2020Q1","Male","25 - 54 years","Tertiary education (Levels 5-8)","%","2.6"
"Unemployment rate","2020Q1","Male","25 - 54 years","Level of education - not stated","%",""
"Unemployment rate","2020Q1","Male","55 - 74 years","Levels of Education (Levels  0-8)","%","3.5"
"Unemployment rate","2020Q1","Male","55 - 74 years","Less than primary (Level 0)","%",""
"Unemployment rate","2020Q1","Male","55 - 74 years","Primary and lower secondary education (Levels 1-2)","%",""
"Unemployment rate","2020Q1","Male","55 - 74 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Unemployment rate","2020Q1","Male","55 - 74 years","Tertiary education (Levels 5-8)","%",""
"Unemployment rate","2020Q1","Male","55 - 74 years","Level of education - not stated","%",""
"Unemployment rate","2020Q1","Female","All ages","Levels of Education (Levels  0-8)","%","4.5"
"Unemployment rate","2020Q1","Female","All ages","Less than primary (Level 0)","%",""
"Unemployment rate","2020Q1","Female","All ages","Primary and lower secondary education (Levels 1-2)","%","6.6"
"Unemployment rate","2020Q1","Female","All ages","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","5.7"
"Unemployment rate","2020Q1","Female","All ages","Tertiary education (Levels 5-8)","%","3.5"
"Unemployment rate","2020Q1","Female","All ages","Level of education - not stated","%",""
"Unemployment rate","2020Q1","Female","15 - 24 years","Levels of Education (Levels  0-8)","%","8.7"
"Unemployment rate","2020Q1","Female","15 - 24 years","Less than primary (Level 0)","%",""
"Unemployment rate","2020Q1","Female","15 - 24 years","Primary and lower secondary education (Levels 1-2)","%",""
"Unemployment rate","2020Q1","Female","15 - 24 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","8.5"
"Unemployment rate","2020Q1","Female","15 - 24 years","Tertiary education (Levels 5-8)","%",""
"Unemployment rate","2020Q1","Female","15 - 24 years","Level of education - not stated","%",""
"Unemployment rate","2020Q1","Female","25 - 54 years","Levels of Education (Levels  0-8)","%","4.2"
"Unemployment rate","2020Q1","Female","25 - 54 years","Less than primary (Level 0)","%",""
"Unemployment rate","2020Q1","Female","25 - 54 years","Primary and lower secondary education (Levels 1-2)","%",""
"Unemployment rate","2020Q1","Female","25 - 54 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","5.7"
"Unemployment rate","2020Q1","Female","25 - 54 years","Tertiary education (Levels 5-8)","%","3.2"
"Unemployment rate","2020Q1","Female","25 - 54 years","Level of education - not stated","%",""
"Unemployment rate","2020Q1","Female","55 - 74 years","Levels of Education (Levels  0-8)","%","2.9"
"Unemployment rate","2020Q1","Female","55 - 74 years","Less than primary (Level 0)","%",""
"Unemployment rate","2020Q1","Female","55 - 74 years","Primary and lower secondary education (Levels 1-2)","%",""
"Unemployment rate","2020Q1","Female","55 - 74 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Unemployment rate","2020Q1","Female","55 - 74 years","Tertiary education (Levels 5-8)","%",""
"Unemployment rate","2020Q1","Female","55 - 74 years","Level of education - not stated","%",""
"Unemployment rate","2020Q2","Both sexes","All ages","Levels of Education (Levels  0-8)","%","5.4"
"Unemployment rate","2020Q2","Both sexes","All ages","Less than primary (Level 0)","%",""
"Unemployment rate","2020Q2","Both sexes","All ages","Primary and lower secondary education (Levels 1-2)","%","9.1"
"Unemployment rate","2020Q2","Both sexes","All ages","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","7.5"
"Unemployment rate","2020Q2","Both sexes","All ages","Tertiary education (Levels 5-8)","%","3.4"
"Unemployment rate","2020Q2","Both sexes","All ages","Level of education - not stated","%",""
"Unemployment rate","2020Q2","Both sexes","15 - 24 years","Levels of Education (Levels  0-8)","%","17.8"
"Unemployment rate","2020Q2","Both sexes","15 - 24 years","Less than primary (Level 0)","%",""
"Unemployment rate","2020Q2","Both sexes","15 - 24 years","Primary and lower secondary education (Levels 1-2)","%","35.8"
"Unemployment rate","2020Q2","Both sexes","15 - 24 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","16.6"
"Unemployment rate","2020Q2","Both sexes","15 - 24 years","Tertiary education (Levels 5-8)","%",""
"Unemployment rate","2020Q2","Both sexes","15 - 24 years","Level of education - not stated","%",""
"Unemployment rate","2020Q2","Both sexes","25 - 54 years","Levels of Education (Levels  0-8)","%","4.1"
"Unemployment rate","2020Q2","Both sexes","25 - 54 years","Less than primary (Level 0)","%",""
"Unemployment rate","2020Q2","Both sexes","25 - 54 years","Primary and lower secondary education (Levels 1-2)","%",""
"Unemployment rate","2020Q2","Both sexes","25 - 54 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","6"
"Unemployment rate","2020Q2","Both sexes","25 - 54 years","Tertiary education (Levels 5-8)","%","3.1"
"Unemployment rate","2020Q2","Both sexes","25 - 54 years","Level of education - not stated","%",""
"Unemployment rate","2020Q2","Both sexes","55 - 74 years","Levels of Education (Levels  0-8)","%","3.3"
"Unemployment rate","2020Q2","Both sexes","55 - 74 years","Less than primary (Level 0)","%",""
"Unemployment rate","2020Q2","Both sexes","55 - 74 years","Primary and lower secondary education (Levels 1-2)","%",""
"Unemployment rate","2020Q2","Both sexes","55 - 74 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","3.6"
"Unemployment rate","2020Q2","Both sexes","55 - 74 years","Tertiary education (Levels 5-8)","%",""
"Unemployment rate","2020Q2","Both sexes","55 - 74 years","Level of education - not stated","%",""
"Unemployment rate","2020Q2","Male","All ages","Levels of Education (Levels  0-8)","%","5.4"
"Unemployment rate","2020Q2","Male","All ages","Less than primary (Level 0)","%",""
"Unemployment rate","2020Q2","Male","All ages","Primary and lower secondary education (Levels 1-2)","%","9"
"Unemployment rate","2020Q2","Male","All ages","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","6.3"
"Unemployment rate","2020Q2","Male","All ages","Tertiary education (Levels 5-8)","%","3.8"
"Unemployment rate","2020Q2","Male","All ages","Level of education - not stated","%",""
"Unemployment rate","2020Q2","Male","15 - 24 years","Levels of Education (Levels  0-8)","%","15.4"
"Unemployment rate","2020Q2","Male","15 - 24 years","Less than primary (Level 0)","%",""
"Unemployment rate","2020Q2","Male","15 - 24 years","Primary and lower secondary education (Levels 1-2)","%","36.9"
"Unemployment rate","2020Q2","Male","15 - 24 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","12.7"
"Unemployment rate","2020Q2","Male","15 - 24 years","Tertiary education (Levels 5-8)","%",""
"Unemployment rate","2020Q2","Male","15 - 24 years","Level of education - not stated","%",""
"Unemployment rate","2020Q2","Male","25 - 54 years","Levels of Education (Levels  0-8)","%","4.5"
"Unemployment rate","2020Q2","Male","25 - 54 years","Less than primary (Level 0)","%",""
"Unemployment rate","2020Q2","Male","25 - 54 years","Primary and lower secondary education (Levels 1-2)","%",""
"Unemployment rate","2020Q2","Male","25 - 54 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","5.5"
"Unemployment rate","2020Q2","Male","25 - 54 years","Tertiary education (Levels 5-8)","%","3.6"
"Unemployment rate","2020Q2","Male","25 - 54 years","Level of education - not stated","%",""
"Unemployment rate","2020Q2","Male","55 - 74 years","Levels of Education (Levels  0-8)","%","3.7"
"Unemployment rate","2020Q2","Male","55 - 74 years","Less than primary (Level 0)","%",""
"Unemployment rate","2020Q2","Male","55 - 74 years","Primary and lower secondary education (Levels 1-2)","%",""
"Unemployment rate","2020Q2","Male","55 - 74 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Unemployment rate","2020Q2","Male","55 - 74 years","Tertiary education (Levels 5-8)","%",""
"Unemployment rate","2020Q2","Male","55 - 74 years","Level of education - not stated","%",""
"Unemployment rate","2020Q2","Female","All ages","Levels of Education (Levels  0-8)","%","5.4"
"Unemployment rate","2020Q2","Female","All ages","Less than primary (Level 0)","%",""
"Unemployment rate","2020Q2","Female","All ages","Primary and lower secondary education (Levels 1-2)","%","9.3"
"Unemployment rate","2020Q2","Female","All ages","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","9.1"
"Unemployment rate","2020Q2","Female","All ages","Tertiary education (Levels 5-8)","%","3.1"
"Unemployment rate","2020Q2","Female","All ages","Level of education - not stated","%",""
"Unemployment rate","2020Q2","Female","15 - 24 years","Levels of Education (Levels  0-8)","%","20.3"
"Unemployment rate","2020Q2","Female","15 - 24 years","Less than primary (Level 0)","%",""
"Unemployment rate","2020Q2","Female","15 - 24 years","Primary and lower secondary education (Levels 1-2)","%",""
"Unemployment rate","2020Q2","Female","15 - 24 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","21.4"
"Unemployment rate","2020Q2","Female","15 - 24 years","Tertiary education (Levels 5-8)","%",""
"Unemployment rate","2020Q2","Female","15 - 24 years","Level of education - not stated","%",""
"Unemployment rate","2020Q2","Female","25 - 54 years","Levels of Education (Levels  0-8)","%","3.7"
