Year,Age Group,Sex,Education Attainment Level,NUTS 2 Region,Employment_Rate,Unemployment_Rate
2019,30 - 34 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,65.8,
2019,30 - 34 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,70.2,
2019,30 - 34 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,65.1,
2019,30 - 34 years,Male,Less than primary (Level 0),Eastern and Midland,,
2019,30 - 34 years,Male,Less than primary (Level 0),Ireland,,
2019,30 - 34 years,Male,Less than primary (Level 0),Northern and Western,,
2019,30 - 34 years,Male,Less than primary (Level 0),Southern,,
2019,30 - 34 years,Male,Level of education - not stated,Eastern and Midland,90.3,
2019,30 - 34 years,Male,Level of education - not stated,Ireland,85.3,
2019,30 - 34 years,Male,Level of education - not stated,Northern and Western,,
2019,30 - 34 years,Male,Level of education - not stated,Southern,77.3,
2019,30 - 34 years,Male,Levels of Education (Levels  0-8),Eastern and Midland,89.2,
2019,30 - 34 years,Male,Levels of Education (Levels  0-8),Ireland,88.2,
2019,30 - 34 years,Male,Levels of Education (Levels  0-8),Northern and Western,88.2,
2019,30 - 34 years,Male,Levels of Education (Levels  0-8),Southern,86.4,
2019,30 - 34 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,67.5,
2019,30 - 34 years,Male,Primary and lower secondary education (Levels 1-2),Ireland,64.6,
2019,30 - 34 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2019,30 - 34 years,Male,Primary and lower secondary education (Levels 1-2),Southern,63.0,
2019,30 - 34 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,94.3,
2019,30 - 34 years,Male,Tertiary education (Levels 5-8),Ireland,93.6,
2019,30 - 34 years,Male,Tertiary education (Levels 5-8),Northern and Western,94.4,
2019,30 - 34 years,Male,Tertiary education (Levels 5-8),Southern,91.7,
2019,30 - 34 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,87.2,
2019,30 - 34 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,87.8,
2019,30 - 34 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,88.5,
2019,30 - 34 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,88.3,
2019,35 - 39 years,Both sexes,Less than primary (Level 0),Eastern and Midland,,
2019,35 - 39 years,Both sexes,Less than primary (Level 0),Ireland,,
2019,35 - 39 years,Both sexes,Less than primary (Level 0),Northern and Western,,
2019,35 - 39 years,Both sexes,Less than primary (Level 0),Southern,,
2019,35 - 39 years,Both sexes,Level of education - not stated,Eastern and Midland,82.3,
2019,35 - 39 years,Both sexes,Level of education - not stated,Ireland,77.1,
2019,35 - 39 years,Both sexes,Level of education - not stated,Northern and Western,74.8,
2019,35 - 39 years,Both sexes,Level of education - not stated,Southern,72.9,
2019,35 - 39 years,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,83.2,
2019,35 - 39 years,Both sexes,Levels of Education (Levels  0-8),Ireland,81.4,
2019,35 - 39 years,Both sexes,Levels of Education (Levels  0-8),Northern and Western,78.2,
2019,35 - 39 years,Both sexes,Levels of Education (Levels  0-8),Southern,80.2,
2019,35 - 39 years,Both sexes,Primary and lower secondary education (Levels 1-2),Eastern and Midland,57.3,
2019,35 - 39 years,Both sexes,Primary and lower secondary education (Levels 1-2),Ireland,54.7,
2019,35 - 39 years,Both sexes,Primary and lower secondary education (Levels 1-2),Northern and Western,56.0,
2019,35 - 39 years,Both sexes,Primary and lower secondary education (Levels 1-2),Southern,50.3,
2019,35 - 39 years,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,89.1,
2019,35 - 39 years,Both sexes,Tertiary education (Levels 5-8),Ireland,88.4,
2019,35 - 39 years,Both sexes,Tertiary education (Levels 5-8),Northern and Western,84.2,
2019,35 - 39 years,Both sexes,Tertiary education (Levels 5-8),Southern,89.0,
2019,35 - 39 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,79.8,
2019,35 - 39 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,78.7,
2019,35 - 39 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,76.5,
2019,35 - 39 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,78.4,
2019,35 - 39 years,Female,Less than primary (Level 0),Eastern and Midland,,
2019,35 - 39 years,Female,Less than primary (Level 0),Ireland,,
2019,35 - 39 years,Female,Less than primary (Level 0),Northern and Western,,
2019,35 - 39 years,Female,Less than primary (Level 0),Southern,,
2019,35 - 39 years,Female,Level of education - not stated,Eastern and Midland,75.3,
2019,35 - 39 years,Female,Level of education - not stated,Ireland,68.1,
2019,35 - 39 years,Female,Level of education - not stated,Northern and Western,,
2019,35 - 39 years,Female,Level of education - not stated,Southern,60.5,
2019,35 - 39 years,Female,Levels of Education (Levels  0-8),Eastern and Midland,76.1,
2019,35 - 39 years,Female,Levels of Education (Levels  0-8),Ireland,74.2,
2019,35 - 39 years,Female,Levels of Education (Levels  0-8),Northern and Western,70.9,
2019,35 - 39 years,Female,Levels of Education (Levels  0-8),Southern,72.8,
2019,35 - 39 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,45.9,
2019,35 - 39 years,Female,Primary and lower secondary education (Levels 1-2),Ireland,38.4,
2019,35 - 39 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2019,35 - 39 years,Female,Primary and lower secondary education (Levels 1-2),Southern,27.5,
2019,35 - 39 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,85.0,
2019,35 - 39 years,Female,Tertiary education (Levels 5-8),Ireland,84.2,
2019,35 - 39 years,Female,Tertiary education (Levels 5-8),Northern and Western,79.3,
2019,35 - 39 years,Female,Tertiary education (Levels 5-8),Southern,85.3,
2019,35 - 39 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,65.8,
2019,35 - 39 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,65.4,
2019,35 - 39 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,64.7,
2019,35 - 39 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,65.2,
2019,35 - 39 years,Male,Less than primary (Level 0),Eastern and Midland,,
2019,35 - 39 years,Male,Less than primary (Level 0),Ireland,,
2019,35 - 39 years,Male,Less than primary (Level 0),Northern and Western,,
2019,35 - 39 years,Male,Less than primary (Level 0),Southern,,
2019,35 - 39 years,Male,Level of education - not stated,Eastern and Midland,89.6,
2019,35 - 39 years,Male,Level of education - not stated,Ireland,84.8,
2019,35 - 39 years,Male,Level of education - not stated,Northern and Western,,
2019,35 - 39 years,Male,Level of education - not stated,Southern,83.6,
2019,35 - 39 years,Male,Levels of Education (Levels  0-8),Eastern and Midland,90.7,
2019,35 - 39 years,Male,Levels of Education (Levels  0-8),Ireland,89.1,
2019,35 - 39 years,Male,Levels of Education (Levels  0-8),Northern and Western,86.4,
2019,35 - 39 years,Male,Levels of Education (Levels  0-8),Southern,87.9,
2019,35 - 39 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,67.8,
2019,35 - 39 years,Male,Primary and lower secondary education (Levels 1-2),Ireland,67.6,
2019,35 - 39 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,68.5,
2019,35 - 39 years,Male,Primary and lower secondary education (Levels 1-2),Southern,67.0,
2019,35 - 39 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,94.1,
2019,35 - 39 years,Male,Tertiary education (Levels 5-8),Ireland,93.9,
2019,35 - 39 years,Male,Tertiary education (Levels 5-8),Northern and Western,91.9,
2019,35 - 39 years,Male,Tertiary education (Levels 5-8),Southern,94.3,
2019,35 - 39 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,91.8,
2019,35 - 39 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,90.0,
2019,35 - 39 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,87.1,
2019,35 - 39 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,89.1,
2019,40 - 44 years,Both sexes,Less than primary (Level 0),Eastern and Midland,,
2019,40 - 44 years,Both sexes,Less than primary (Level 0),Ireland,,
2019,40 - 44 years,Both sexes,Less than primary (Level 0),Northern and Western,,
2019,40 - 44 years,Both sexes,Less than primary (Level 0),Southern,,
2019,40 - 44 years,Both sexes,Level of education - not stated,Eastern and Midland,79.8,
2019,40 - 44 years,Both sexes,Level of education - not stated,Ireland,77.9,
2019,40 - 44 years,Both sexes,Level of education - not stated,Northern and Western,82.2,
2019,40 - 44 years,Both sexes,Level of education - not stated,Southern,71.7,
2019,40 - 44 years,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,81.8,
2019,40 - 44 years,Both sexes,Levels of Education (Levels  0-8),Ireland,80.8,
2019,40 - 44 years,Both sexes,Levels of Education (Levels  0-8),Northern and Western,79.6,
2019,40 - 44 years,Both sexes,Levels of Education (Levels  0-8),Southern,80.0,
2019,40 - 44 years,Both sexes,Primary and lower secondary education (Levels 1-2),Eastern and Midland,58.1,
2019,40 - 44 years,Both sexes,Primary and lower secondary education (Levels 1-2),Ireland,55.3,
2019,40 - 44 years,Both sexes,Primary and lower secondary education (Levels 1-2),Northern and Western,54.4,
2019,40 - 44 years,Both sexes,Primary and lower secondary education (Levels 1-2),Southern,52.0,
2019,40 - 44 years,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,88.3,
2019,40 - 44 years,Both sexes,Tertiary education (Levels 5-8),Ireland,88.1,
2019,40 - 44 years,Both sexes,Tertiary education (Levels 5-8),Northern and Western,88.6,
2019,40 - 44 years,Both sexes,Tertiary education (Levels 5-8),Southern,87.7,
2019,40 - 44 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,77.6,
2019,40 - 44 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,77.9,
2019,40 - 44 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,77.6,
2019,40 - 44 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,78.4,
2019,40 - 44 years,Female,Less than primary (Level 0),Eastern and Midland,,
2019,40 - 44 years,Female,Less than primary (Level 0),Ireland,,
2019,40 - 44 years,Female,Less than primary (Level 0),Northern and Western,,
2019,40 - 44 years,Female,Less than primary (Level 0),Southern,,
2019,40 - 44 years,Female,Level of education - not stated,Eastern and Midland,76.6,
2019,40 - 44 years,Female,Level of education - not stated,Ireland,70.5,
2019,40 - 44 years,Female,Level of education - not stated,Northern and Western,,
2019,40 - 44 years,Female,Level of education - not stated,Southern,,
2019,40 - 44 years,Female,Levels of Education (Levels  0-8),Eastern and Midland,75.7,
2019,40 - 44 years,Female,Levels of Education (Levels  0-8),Ireland,74.3,
2019,40 - 44 years,Female,Levels of Education (Levels  0-8),Northern and Western,73.2,
2019,40 - 44 years,Female,Levels of Education (Levels  0-8),Southern,72.7,
2019,40 - 44 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,47.4,
2019,40 - 44 years,Female,Primary and lower secondary education (Levels 1-2),Ireland,40.0,
2019,40 - 44 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2019,40 - 44 years,Female,Primary and lower secondary education (Levels 1-2),Southern,31.5,
2019,40 - 44 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,83.7,
2019,40 - 44 years,Female,Tertiary education (Levels 5-8),Ireland,83.7,
2019,40 - 44 years,Female,Tertiary education (Levels 5-8),Northern and Western,83.9,
2019,40 - 44 years,Female,Tertiary education (Levels 5-8),Southern,83.5,
2019,40 - 44 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,68.6,
2019,40 - 44 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,67.1,
2019,40 - 44 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,68.5,
2019,40 - 44 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,64.4,
2019,40 - 44 years,Male,Less than primary (Level 0),Eastern and Midland,,
2019,40 - 44 years,Male,Less than primary (Level 0),Ireland,,
2019,40 - 44 years,Male,Less than primary (Level 0),Northern and Western,,
2019,40 - 44 years,Male,Less than primary (Level 0),Southern,,
2019,40 - 44 years,Male,Level of education - not stated,Eastern and Midland,82.0,
2019,40 - 44 years,Male,Level of education - not stated,Ireland,83.5,
2019,40 - 44 years,Male,Level of education - not stated,Northern and Western,94.3,
2019,40 - 44 years,Male,Level of education - not stated,Southern,78.4,
2019,40 - 44 years,Male,Levels of Education (Levels  0-8),Eastern and Midland,88.1,
2019,40 - 44 years,Male,Levels of Education (Levels  0-8),Ireland,87.6,
2019,40 - 44 years,Male,Levels of Education (Levels  0-8),Northern and Western,86.4,
2019,40 - 44 years,Male,Levels of Education (Levels  0-8),Southern,87.5,
2019,40 - 44 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,68.7,
2019,40 - 44 years,Male,Primary and lower secondary education (Levels 1-2),Ireland,66.9,
2019,40 - 44 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,66.6,
2019,40 - 44 years,Male,Primary and lower secondary education (Levels 1-2),Southern,65.1,
2019,40 - 44 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,93.7,
2019,40 - 44 years,Male,Tertiary education (Levels 5-8),Ireland,93.9,
2019,40 - 44 years,Male,Tertiary education (Levels 5-8),Northern and Western,95.4,
2019,40 - 44 years,Male,Tertiary education (Levels 5-8),Southern,93.4,
2019,40 - 44 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,85.5,
2019,40 - 44 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,86.9,
2019,40 - 44 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,85.7,
2019,40 - 44 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,89.2,
2019,45 - 49 years,Both sexes,Less than primary (Level 0),Eastern and Midland,,
2019,45 - 49 years,Both sexes,Less than primary (Level 0),Ireland,,
2019,45 - 49 years,Both sexes,Less than primary (Level 0),Northern and Western,,
2019,45 - 49 years,Both sexes,Less than primary (Level 0),Southern,,
2019,45 - 49 years,Both sexes,Level of education - not stated,Eastern and Midland,83.4,
2019,45 - 49 years,Both sexes,Level of education - not stated,Ireland,81.3,
2019,45 - 49 years,Both sexes,Level of education - not stated,Northern and Western,,
2019,45 - 49 years,Both sexes,Level of education - not stated,Southern,76.1,
