Quarter,Sex,Education Attainment Level,Age Group,Employment_Rate,Unemployment_Rate,Long_term_Unemployment_Rate
2019Q2,Female,Primary and lower secondary education (Levels 1-2),15 - 24 years,,25.6,
2019Q2,Female,Primary and lower secondary education (Levels 1-2),20 - 24 years,,,
2019Q2,Female,Primary and lower secondary education (Levels 1-2),25 - 29 years,,,
2019Q2,Female,Primary and lower secondary education (Levels 1-2),25 - 54 years,36.9,,
2019Q2,Female,Primary and lower secondary education (Levels 1-2),30 - 34 years,,,
2019Q2,Female,Primary and lower secondary education (Levels 1-2),35 - 39 years,35.3,,
2019Q2,Female,Primary and lower secondary education (Levels 1-2),40 - 44 years,38.2,,
2019Q2,Female,Primary and lower secondary education (Levels 1-2),45 - 49 years,45.0,,
2019Q2,Female,Primary and lower secondary education (Levels 1-2),50 - 54 years,35.9,,
2019Q2,Female,Primary and lower secondary education (Levels 1-2),55 - 59 years,39.6,,
2019Q2,Female,Primary and lower secondary education (Levels 1-2),55 - 74 years,,,
2019Q2,Female,Primary and lower secondary education (Levels 1-2),60 - 64 years,32.0,,
2019Q2,Female,Primary and lower secondary education (Levels 1-2),All ages,36.1,9.6,
2019Q2,Female,Tertiary education (Levels 5-8),15 - 24 years,,,
2019Q2,Female,Tertiary education (Levels 5-8),20 - 24 years,80.0,,
2019Q2,Female,Tertiary education (Levels 5-8),25 - 29 years,83.3,,
2019Q2,Female,Tertiary education (Levels 5-8),25 - 54 years,83.5,3.0,
2019Q2,Female,Tertiary education (Levels 5-8),30 - 34 years,83.3,,
2019Q2,Female,Tertiary education (Levels 5-8),35 - 39 years,83.0,,
2019Q2,Female,Tertiary education (Levels 5-8),40 - 44 years,84.1,,
2019Q2,Female,Tertiary education (Levels 5-8),45 - 49 years,84.4,,
2019Q2,Female,Tertiary education (Levels 5-8),50 - 54 years,82.4,,
2019Q2,Female,Tertiary education (Levels 5-8),55 - 59 years,73.5,,
2019Q2,Female,Tertiary education (Levels 5-8),55 - 74 years,,,
2019Q2,Female,Tertiary education (Levels 5-8),60 - 64 years,56.5,,
2019Q2,Female,Tertiary education (Levels 5-8),All ages,80.9,3.3,
2019Q2,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),15 - 24 years,,12.8,
2019Q2,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),20 - 24 years,59.9,,
2019Q2,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),25 - 29 years,66.8,,
2019Q2,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),25 - 54 years,66.9,6.2,2.1
2019Q2,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),30 - 34 years,67.9,,
2019Q2,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),35 - 39 years,66.2,,
2019Q2,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),40 - 44 years,66.8,,
2019Q2,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),45 - 49 years,68.7,,
2019Q2,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),50 - 54 years,65.0,,
2019Q2,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),55 - 59 years,62.7,,
2019Q2,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),55 - 74 years,,,
2019Q2,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),60 - 64 years,47.2,,
2019Q2,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),All ages,63.6,7.2,2.1
2019Q2,Male,Less than primary (Level 0),15 - 24 years,,,
2019Q2,Male,Less than primary (Level 0),20 - 24 years,,,
2019Q2,Male,Less than primary (Level 0),25 - 29 years,,,
2019Q2,Male,Less than primary (Level 0),25 - 54 years,,,
2019Q2,Male,Less than primary (Level 0),30 - 34 years,,,
2019Q2,Male,Less than primary (Level 0),35 - 39 years,,,
2019Q2,Male,Less than primary (Level 0),40 - 44 years,,,
2019Q2,Male,Less than primary (Level 0),45 - 49 years,,,
2019Q2,Male,Less than primary (Level 0),50 - 54 years,,,
2019Q2,Male,Less than primary (Level 0),55 - 59 years,,,
2019Q2,Male,Less than primary (Level 0),55 - 74 years,,,
2019Q2,Male,Less than primary (Level 0),60 - 64 years,,,
2019Q2,Male,Less than primary (Level 0),All ages,,,
2019Q2,Male,Level of education - not stated,15 - 24 years,,,
2019Q2,Male,Level of education - not stated,20 - 24 years,,,
2019Q2,Male,Level of education - not stated,25 - 29 years,,,
2019Q2,Male,Level of education - not stated,25 - 54 years,78.9,,
2019Q2,Male,Level of education - not stated,30 - 34 years,,,
2019Q2,Male,Level of education - not stated,35 - 39 years,90.9,,
2019Q2,Male,Level of education - not stated,40 - 44 years,,,
2019Q2,Male,Level of education - not stated,45 - 49 years,,,
2019Q2,Male,Level of education - not stated,50 - 54 years,,,
2019Q2,Male,Level of education - not stated,55 - 59 years,,,
2019Q2,Male,Level of education - not stated,55 - 74 years,,,
2019Q2,Male,Level of education - not stated,60 - 64 years,,,
2019Q2,Male,Level of education - not stated,All ages,77.0,,
2019Q2,Male,Levels of Education (Levels  0-8),15 - 24 years,,18.2,3.7
2019Q2,Male,Levels of Education (Levels  0-8),20 - 24 years,63.6,,
2019Q2,Male,Levels of Education (Levels  0-8),25 - 29 years,84.2,,
2019Q2,Male,Levels of Education (Levels  0-8),25 - 54 years,86.6,4.0,1.7
2019Q2,Male,Levels of Education (Levels  0-8),30 - 34 years,88.5,,
2019Q2,Male,Levels of Education (Levels  0-8),35 - 39 years,89.3,,
2019Q2,Male,Levels of Education (Levels  0-8),40 - 44 years,86.7,,
2019Q2,Male,Levels of Education (Levels  0-8),45 - 49 years,85.4,,
2019Q2,Male,Levels of Education (Levels  0-8),50 - 54 years,84.9,,
2019Q2,Male,Levels of Education (Levels  0-8),55 - 59 years,77.6,,
2019Q2,Male,Levels of Education (Levels  0-8),55 - 74 years,,3.5,2.2
2019Q2,Male,Levels of Education (Levels  0-8),60 - 64 years,60.7,,
2019Q2,Male,Levels of Education (Levels  0-8),All ages,81.0,5.6,2.0
2019Q2,Male,Primary and lower secondary education (Levels 1-2),15 - 24 years,,41.7,
2019Q2,Male,Primary and lower secondary education (Levels 1-2),20 - 24 years,,,
2019Q2,Male,Primary and lower secondary education (Levels 1-2),25 - 29 years,,,
2019Q2,Male,Primary and lower secondary education (Levels 1-2),25 - 54 years,67.6,8.5,5.3
2019Q2,Male,Primary and lower secondary education (Levels 1-2),30 - 34 years,69.2,,
2019Q2,Male,Primary and lower secondary education (Levels 1-2),35 - 39 years,67.2,,
2019Q2,Male,Primary and lower secondary education (Levels 1-2),40 - 44 years,66.2,,
2019Q2,Male,Primary and lower secondary education (Levels 1-2),45 - 49 years,68.6,,
2019Q2,Male,Primary and lower secondary education (Levels 1-2),50 - 54 years,72.1,,
2019Q2,Male,Primary and lower secondary education (Levels 1-2),55 - 59 years,67.6,,
2019Q2,Male,Primary and lower secondary education (Levels 1-2),55 - 74 years,,,
2019Q2,Male,Primary and lower secondary education (Levels 1-2),60 - 64 years,55.7,,
2019Q2,Male,Primary and lower secondary education (Levels 1-2),All ages,63.6,10.4,4.8
2019Q2,Male,Tertiary education (Levels 5-8),15 - 24 years,,,
2019Q2,Male,Tertiary education (Levels 5-8),20 - 24 years,77.6,,
2019Q2,Male,Tertiary education (Levels 5-8),25 - 29 years,91.7,,
2019Q2,Male,Tertiary education (Levels 5-8),25 - 54 years,93.2,2.5,
2019Q2,Male,Tertiary education (Levels 5-8),30 - 34 years,93.8,,
2019Q2,Male,Tertiary education (Levels 5-8),35 - 39 years,94.1,,
2019Q2,Male,Tertiary education (Levels 5-8),40 - 44 years,93.6,,
2019Q2,Male,Tertiary education (Levels 5-8),45 - 49 years,92.4,,
2019Q2,Male,Tertiary education (Levels 5-8),50 - 54 years,93.3,,
2019Q2,Male,Tertiary education (Levels 5-8),55 - 59 years,85.1,,
2019Q2,Male,Tertiary education (Levels 5-8),55 - 74 years,,,
2019Q2,Male,Tertiary education (Levels 5-8),60 - 64 years,62.8,,
2019Q2,Male,Tertiary education (Levels 5-8),All ages,89.9,2.9,
2019Q2,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),15 - 24 years,,15.6,
2019Q2,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),20 - 24 years,62.4,,
2019Q2,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),25 - 29 years,82.2,,
2019Q2,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),25 - 54 years,86.7,4.6,1.8
2019Q2,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),30 - 34 years,88.3,,
2019Q2,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),35 - 39 years,89.6,,
2019Q2,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),40 - 44 years,85.7,,
2019Q2,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),45 - 49 years,87.1,,
2019Q2,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),50 - 54 years,86.3,,
2019Q2,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),55 - 59 years,79.7,,
2019Q2,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),55 - 74 years,,,
2019Q2,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),60 - 64 years,65.0,,
2019Q2,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),All ages,80.1,6.6,2.1
2019Q3,Both sexes,Less than primary (Level 0),15 - 24 years,,,
2019Q3,Both sexes,Less than primary (Level 0),20 - 24 years,,,
2019Q3,Both sexes,Less than primary (Level 0),25 - 29 years,,,
2019Q3,Both sexes,Less than primary (Level 0),25 - 54 years,,,
2019Q3,Both sexes,Less than primary (Level 0),30 - 34 years,,,
2019Q3,Both sexes,Less than primary (Level 0),35 - 39 years,,,
2019Q3,Both sexes,Less than primary (Level 0),40 - 44 years,,,
2019Q3,Both sexes,Less than primary (Level 0),45 - 49 years,,,
2019Q3,Both sexes,Less than primary (Level 0),50 - 54 years,,,
2019Q3,Both sexes,Less than primary (Level 0),55 - 59 years,,,
2019Q3,Both sexes,Less than primary (Level 0),55 - 74 years,,,
2019Q3,Both sexes,Less than primary (Level 0),60 - 64 years,,,
2019Q3,Both sexes,Less than primary (Level 0),All ages,,,
2019Q3,Both sexes,Level of education - not stated,15 - 24 years,,,
2019Q3,Both sexes,Level of education - not stated,20 - 24 years,,,
2019Q3,Both sexes,Level of education - not stated,25 - 29 years,86.9,,
2019Q3,Both sexes,Level of education - not stated,25 - 54 years,78.6,,
2019Q3,Both sexes,Level of education - not stated,30 - 34 years,78.9,,
2019Q3,Both sexes,Level of education - not stated,35 - 39 years,72.7,,
2019Q3,Both sexes,Level of education - not stated,40 - 44 years,75.4,,
2019Q3,Both sexes,Level of education - not stated,45 - 49 years,78.7,,
2019Q3,Both sexes,Level of education - not stated,50 - 54 years,79.1,,
2019Q3,Both sexes,Level of education - not stated,55 - 59 years,56.7,,
2019Q3,Both sexes,Level of education - not stated,55 - 74 years,,,
2019Q3,Both sexes,Level of education - not stated,60 - 64 years,,,
2019Q3,Both sexes,Level of education - not stated,All ages,72.5,,
2019Q3,Both sexes,Levels of Education (Levels  0-8),15 - 24 years,,13.5,2.0
2019Q3,Both sexes,Levels of Education (Levels  0-8),20 - 24 years,66.3,,
2019Q3,Both sexes,Levels of Education (Levels  0-8),25 - 29 years,77.4,,
2019Q3,Both sexes,Levels of Education (Levels  0-8),25 - 54 years,79.5,4.3,1.3
2019Q3,Both sexes,Levels of Education (Levels  0-8),30 - 34 years,80.1,,
2019Q3,Both sexes,Levels of Education (Levels  0-8),35 - 39 years,82.0,,
2019Q3,Both sexes,Levels of Education (Levels  0-8),40 - 44 years,80.3,,
2019Q3,Both sexes,Levels of Education (Levels  0-8),45 - 49 years,79.2,,
2019Q3,Both sexes,Levels of Education (Levels  0-8),50 - 54 years,76.8,,
2019Q3,Both sexes,Levels of Education (Levels  0-8),55 - 59 years,69.0,,
2019Q3,Both sexes,Levels of Education (Levels  0-8),55 - 74 years,,3.1,1.5
2019Q3,Both sexes,Levels of Education (Levels  0-8),60 - 64 years,52.5,,
2019Q3,Both sexes,Levels of Education (Levels  0-8),All ages,74.7,5.3,1.4
2019Q3,Both sexes,Primary and lower secondary education (Levels 1-2),15 - 24 years,,24.8,
2019Q3,Both sexes,Primary and lower secondary education (Levels 1-2),20 - 24 years,,,
2019Q3,Both sexes,Primary and lower secondary education (Levels 1-2),25 - 29 years,45.6,,
2019Q3,Both sexes,Primary and lower secondary education (Levels 1-2),25 - 54 years,56.4,7.9,4.3
2019Q3,Both sexes,Primary and lower secondary education (Levels 1-2),30 - 34 years,53.4,,
2019Q3,Both sexes,Primary and lower secondary education (Levels 1-2),35 - 39 years,56.4,,
2019Q3,Both sexes,Primary and lower secondary education (Levels 1-2),40 - 44 years,55.5,,
2019Q3,Both sexes,Primary and lower secondary education (Levels 1-2),45 - 49 years,60.4,,
2019Q3,Both sexes,Primary and lower secondary education (Levels 1-2),50 - 54 years,57.6,,
2019Q3,Both sexes,Primary and lower secondary education (Levels 1-2),55 - 59 years,56.9,,
2019Q3,Both sexes,Primary and lower secondary education (Levels 1-2),55 - 74 years,,,
2019Q3,Both sexes,Primary and lower secondary education (Levels 1-2),60 - 64 years,45.6,,
2019Q3,Both sexes,Primary and lower secondary education (Levels 1-2),All ages,53.0,8.3,3.1
2019Q3,Both sexes,Tertiary education (Levels 5-8),15 - 24 years,,9.0,
2019Q3,Both sexes,Tertiary education (Levels 5-8),20 - 24 years,79.6,,
2019Q3,Both sexes,Tertiary education (Levels 5-8),25 - 29 years,84.1,,
2019Q3,Both sexes,Tertiary education (Levels 5-8),25 - 54 years,87.0,3.5,0.8
2019Q3,Both sexes,Tertiary education (Levels 5-8),30 - 34 years,86.6,,
2019Q3,Both sexes,Tertiary education (Levels 5-8),35 - 39 years,89.0,,
2019Q3,Both sexes,Tertiary education (Levels 5-8),40 - 44 years,86.8,,
2019Q3,Both sexes,Tertiary education (Levels 5-8),45 - 49 years,87.2,,
2019Q3,Both sexes,Tertiary education (Levels 5-8),50 - 54 years,87.7,,
2019Q3,Both sexes,Tertiary education (Levels 5-8),55 - 59 years,80.9,,
2019Q3,Both sexes,Tertiary education (Levels 5-8),55 - 74 years,,,
2019Q3,Both sexes,Tertiary education (Levels 5-8),60 - 64 years,55.9,,
2019Q3,Both sexes,Tertiary education (Levels 5-8),All ages,84.3,3.7,0.8
2019Q3,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),15 - 24 years,,12.5,
2019Q3,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),20 - 24 years,65.1,,
2019Q3,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),25 - 29 years,72.1,,
2019Q3,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),25 - 54 years,76.9,4.8,1.5
2019Q3,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),30 - 34 years,76.4,,
2019Q3,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),35 - 39 years,79.4,,
2019Q3,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),40 - 44 years,78.5,,
2019Q3,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),45 - 49 years,77.7,,
2019Q3,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),50 - 54 years,75.9,,
2019Q3,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),55 - 59 years,67.9,,
2019Q3,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),55 - 74 years,,4.2,
2019Q3,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),60 - 64 years,56.5,,
2019Q3,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),All ages,72.3,6.3,1.7
2019Q3,Female,Less than primary (Level 0),15 - 24 years,,,
2019Q3,Female,Less than primary (Level 0),20 - 24 years,,,
2019Q3,Female,Less than primary (Level 0),25 - 29 years,,,
2019Q3,Female,Less than primary (Level 0),25 - 54 years,,,
2019Q3,Female,Less than primary (Level 0),30 - 34 years,,,
2019Q3,Female,Less than primary (Level 0),35 - 39 years,,,
2019Q3,Female,Less than primary (Level 0),40 - 44 years,,,
2019Q3,Female,Less than primary (Level 0),45 - 49 years,,,
2019Q3,Female,Less than primary (Level 0),50 - 54 years,,,
2019Q3,Female,Less than primary (Level 0),55 - 59 years,,,
2019Q3,Female,Less than primary (Level 0),55 - 74 years,,,
2019Q3,Female,Less than primary (Level 0),60 - 64 years,,,
2019Q3,Female,Less than primary (Level 0),All ages,,,
2019Q3,Female,Level of education - not stated,15 - 24 years,,,
2019Q3,Female,Level of education - not stated,20 - 24 years,,,
2019Q3,Female,Level of education - not stated,25 - 29 years,,,
2019Q3,Female,Level of education - not stated,25 - 54 years,72.1,,
2019Q3,Female,Level of education - not stated,30 - 34 years,,,
2019Q3,Female,Level of education - not stated,35 - 39 years,,,
2019Q3,Female,Level of education - not stated,40 - 44 years,,,
2019Q3,Female,Level of education - not stated,45 - 49 years,,,
2019Q3,Female,Level of education - not stated,50 - 54 years,,,
2019Q3,Female,Level of education - not stated,55 - 59 years,,,
2019Q3,Female,Level of education - not stated,55 - 74 years,,,
2019Q3,Female,Level of education - not stated,60 - 64 years,,,
2019Q3,Female,Level of education - not stated,All ages,65.6,,
2019Q3,Female,Levels of Education (Levels  0-8),15 - 24 years,,12.3,
2019Q3,Female,Levels of Education (Levels  0-8),20 - 24 years,63.5,,
2019Q3,Female,Levels of Education (Levels  0-8),25 - 29 years,72.3,,
2019Q3,Female,Levels of Education (Levels  0-8),25 - 54 years,72.7,4.2,0.9
2019Q3,Female,Levels of Education (Levels  0-8),30 - 34 years,73.7,,
2019Q3,Female,Levels of Education (Levels  0-8),35 - 39 years,74.9,,
2019Q3,Female,Levels of Education (Levels  0-8),40 - 44 years,73.5,,
2019Q3,Female,Levels of Education (Levels  0-8),45 - 49 years,72.1,,
2019Q3,Female,Levels of Education (Levels  0-8),50 - 54 years,68.6,,
2019Q3,Female,Levels of Education (Levels  0-8),55 - 59 years,60.7,,
2019Q3,Female,Levels of Education (Levels  0-8),55 - 74 years,,2.8,
2019Q3,Female,Levels of Education (Levels  0-8),60 - 64 years,46.0,,
2019Q3,Female,Levels of Education (Levels  0-8),All ages,68.2,5.0,1.0
2019Q3,Female,Primary and lower secondary education (Levels 1-2),15 - 24 years,,,
2019Q3,Female,Primary and lower secondary education (Levels 1-2),20 - 24 years,,,
2019Q3,Female,Primary and lower secondary education (Levels 1-2),25 - 29 years,,,
2019Q3,Female,Primary and lower secondary education (Levels 1-2),25 - 54 years,38.4,,
2019Q3,Female,Primary and lower secondary education (Levels 1-2),30 - 34 years,,,
